FEA Run,Global Fitness
1,8.095130770264992
2,2.4584274239200465
3,1.6500568833410445
4,1.4119553027965606
5,1.3269136828538568
6,1.251109092643699
7,1.1354794487590252
8,0.9683364316078813
9,0.830651094100237
10,0.6742545043447241
11,0.5845854588238635
12,0.5093140825734044
13,0.48114985745499483
14,0.4282751443356081
15,0.40578358759320965
16,0.38642724432475406
17,0.35166464471376857
18,0.30879562299856333
19,0.28497456708421653
20,0.2690681935179531
21,0.2622975610046301
22,0.2557828786124081
23,0.23727207567442266
24,0.2298231966986397
25,0.22444077632124904
26,0.21100203423623443
27,0.2067052789003232
28,0.19571919038580932
29,0.19485123210861888
30,0.1894900716324206
31,0.18502088072634537
32,0.18422678876098475
33,0.18120066597399687
34,0.177172082793565
35,0.177172082793565
36,0.17694108227205207
37,0.17690645018078444
38,0.17685336450122024
39,0.175510750625961
40,0.17474258510292673
41,0.17348354915229836
42,0.16756697531664289
43,0.16642683109207157
44,0.16413056667402204
45,0.16076613068426981
46,0.1601720370153754
47,0.15748132613477184
48,0.15747930022667989
49,0.15704660894911315
50,0.15598386295094402
