FEA Run,Global Fitness
1,53.83379254471284
2,44.059416362407845
3,42.6686155692503
4,42.43572076560553
5,42.17922255359932
6,41.95701455447692
7,41.915749269901944
8,41.73999742867063
9,41.72363508917277
10,41.503253981877954
11,41.34324705397858
12,41.126097710611226
13,41.022040805488416
14,40.953574945257245
15,40.885448729652516
16,40.774255192650905
17,40.65000460860569
18,40.638399518782435
19,40.49204882796353
20,40.46233167597473
21,40.424390088851304
22,40.396285839376034
23,40.36271414766543
24,40.28718346967428
25,40.27158885199152
26,40.25556869307901
27,40.25027393714656
28,40.20578778215212
29,40.19980706900568
30,40.197594970773444
31,40.19176381719447
32,40.19102755626826
33,40.12703378627446
34,40.12700352516254
35,40.12380266910738
36,40.11781139670566
37,40.10804015600432
38,40.107406126864305
39,40.105273429333295
40,40.09148013129947
41,40.086992832037154
42,40.07808274415935
43,40.07808274415935
44,40.076635191030526
45,40.076635191030526
46,40.076635191030526
47,40.07133455679258
48,40.07069718275496
49,40.07048036070473
50,40.06841594291899
