FEA Run,Global Fitness
1,60.77889567232913
2,53.39658723410906
3,49.80631961511883
4,48.90974120259612
5,48.6826591670216
6,48.60022587021524
7,48.48558908202261
8,48.25031602405996
9,48.24079655622647
10,48.18425027988391
11,48.17542471938945
12,48.15654074205018
13,48.15481971741646
14,48.151654906572105
15,48.09705923719831
16,48.09670761442906
17,48.09345357268522
18,48.04108579035545
19,48.03792453426652
20,48.037782992755766
21,47.975747926224436
22,47.974661982647106
23,47.957977230722015
24,47.957868209670465
25,47.95453445527738
26,47.951139684814926
27,47.78053479961429
28,47.775810471284
29,47.77227518904627
30,47.77227507568089
31,47.772274948937834
32,47.76888050875719
33,47.76875882690879
34,47.7652387958431
35,47.76523862775765
36,47.76523862720437
37,47.76523862719914
38,47.76171839948482
39,47.761715984709426
40,47.76171598465096
41,47.747807390885406
42,47.74759558068499
43,47.7475955322799
44,47.74759550167218
45,47.74759550151597
46,47.747595501515946
47,47.747595501515946
48,47.747595501515946
49,47.747595501515946
50,47.747595501515946
