FEA Run,Global Fitness
1,59.530024688184355
2,56.010332527852526
3,53.96067888545626
4,51.93177518452171
5,49.86921288276851
6,49.228101973417154
7,48.968410425650326
8,48.340385597282975
9,48.2392411756379
10,48.114426753291625
11,47.79567400934635
12,47.36456388715598
13,47.16254391005255
14,46.970213505850936
15,46.94625749054482
16,46.60089069230601
17,46.55623438578852
18,46.42369257373223
19,46.36583643834254
20,46.33497576619884
21,46.33149480393795
22,46.331421471189095
23,46.33142075874868
24,46.30858804977659
25,46.30733748258889
26,46.307010372030625
27,46.3070103702505
28,46.30701036976242
29,46.30211946304363
30,46.28248950723321
31,46.28244991920164
32,46.28244918000546
33,46.28244916112347
34,46.28244916015532
35,46.282449160152666
36,46.27765142718222
37,46.27753625911664
38,46.27751857987161
39,46.277518579871305
40,46.272595127562425
41,46.27258208462993
42,46.27258186866709
43,46.2725818686637
44,46.27258186866348
45,46.26763932210555
46,46.267639318961415
47,46.267639010265114
48,46.26327302084734
49,46.262689995190165
50,46.26268998746707
