FEA Run,Global Fitness
1,61.11761344831139
2,53.94497522618764
3,46.821375942133486
4,44.86165494696858
5,43.68836797700202
6,42.92510324760613
7,41.88986109276377
8,41.51523915959992
9,41.03300098232537
10,40.860692610065506
11,40.77846235783601
12,40.544592096062345
13,40.330749606578365
14,40.33068287984675
15,40.330682395301324
16,40.33068238689928
17,40.33068238678494
18,40.33068238678425
19,40.3306823867842
20,40.33068238678417
21,40.33068238678417
22,39.67871500690766
23,39.675993949473565
24,39.67555875597454
25,39.67552749267009
26,39.67552704146449
27,39.67552684468491
28,39.67552683056492
29,39.67552683042818
30,39.675526829590865
31,39.675526829533595
32,39.6755268295186
33,39.67552682951257
34,39.67552682950997
35,39.67552682950821
36,39.67552682950738
37,39.67552682950702
38,39.675526829506914
39,39.675526829506886
40,39.675526829506886
41,39.675526829506886
42,39.675526829506886
43,39.675526829506886
44,39.675526829506886
45,39.675526829506886
46,39.675526829506886
47,39.675526829506886
48,39.675526829506886
49,39.675526829506886
50,39.675526829506886
