FEA Run,Global Fitness
1,61.486094390456785
2,56.477647008203604
3,52.39979665802537
4,51.0188102993344
5,49.665520653404215
6,49.21558834130178
7,49.168932954186715
8,49.16198990710771
9,48.52252115911313
10,46.80852824754176
11,46.65186107445333
12,46.63632766300025
13,46.61123208359108
14,46.5566861656135
15,46.51463809059291
16,46.51461352730323
17,46.51461197990861
18,46.473576961827895
19,46.46889817662256
20,46.45046404539801
21,46.45046388535493
22,46.39154543790377
23,46.30960664202405
24,46.3094706665101
25,46.29305186825539
26,46.290266717039614
27,46.29026001299462
28,46.29026001280403
29,46.285480435534694
30,46.285466448298656
31,46.2854492051117
32,46.285449205099454
33,46.280633386831724
34,46.27103324557613
35,46.270988051859334
36,46.27098185160115
37,46.27098184904511
38,46.2709818486925
39,46.266158008517195
40,46.26614821145209
41,46.26614770141383
42,46.26614770138964
43,46.25668573252678
44,46.256513431324535
45,46.256461777914524
46,46.24679757867041
47,46.22272120341199
48,46.22237591435524
49,46.22237453333891
50,46.22237453031934
