FEA Run,Global Fitness
1,12.013262916184587
2,7.305046114580719
3,5.191546427394361
4,4.214148221342338
5,3.596522991940916
6,3.321567406335529
7,3.22291264689871
8,3.055455142523958
9,2.7982972293113026
10,2.7752077105255073
11,2.750734790066851
12,2.6678473795562536
13,2.6388278128387666
14,2.62787752753404
15,2.5221995126787466
16,2.4818119202002404
17,2.471280711909213
18,2.461017085208941
19,2.450906673585305
20,2.4408887741187013
21,2.4198545657842385
22,2.4198193001635393
23,2.4094231986239945
24,2.409399550243411
25,2.409399421866287
26,2.40939942141975
27,2.4093994214130956
28,2.4093994214126977
29,2.3989333990242803
30,2.3884117917068193
31,2.377848832904356
32,2.377841759991512
33,2.377841676816207
34,2.37784167587083
35,2.3778416758675474
36,2.3778416758675474
37,2.3672535546968736
38,2.3672205933604684
39,2.3672205930108885
40,2.367220592968881
41,2.367220592968874
42,2.367220592968853
43,2.367220592968853
44,2.367220592968853
45,2.367220592968853
46,2.367220592968853
47,2.367220592968853
48,2.367220592968853
49,2.367220592968853
50,2.367220592968853
