FEA Run,Global Fitness
1,61.372631823724106
2,51.62569081540332
3,46.5842748007892
4,44.48511879824996
5,43.119909807016505
6,42.45418969036913
7,41.86584476470506
8,41.660394623257154
9,41.63075768894867
10,41.06900882014696
11,40.52015178583017
12,39.88102493361253
13,39.88098518479784
14,39.88098048375329
15,39.880980478984576
16,39.880980478960176
17,39.88098047895131
18,39.880980478950875
19,39.88098047895083
20,39.88098047895083
21,39.88098047895083
22,39.88098047895083
23,39.88098047895083
24,39.88098047895083
25,39.88098047895082
26,39.88098047895082
27,39.88098047895082
28,39.88098047895082
29,39.88098047895082
30,39.88098047895082
31,39.88098047895082
32,39.88098047895082
33,39.88098047895082
34,39.88098047895082
35,39.88098047895082
36,39.88098047895082
37,39.88098047895082
38,39.88098047895082
39,39.88098047895082
40,39.88098047895082
41,39.88098047895082
42,39.88098047895082
43,39.88098047895082
44,39.88098047895082
45,39.88098047895082
46,39.88098047895082
47,39.88098047895082
48,39.88098047895082
49,39.88098047895082
50,39.88098047895082
